timestamp,open,high,low,close,volume,call_oi,put_oi
2024-01-01 07:45:00,18002.01229957437,18011.041700933856,18000.862247382698,18002.92704166118,895,268662,241804
2024-01-01 07:50:00,18003.420254185785,18013.298020832877,17996.120214812032,18004.311956253558,129,246930,233111
2024-01-01 07:55:00,18003.176713404035,18014.447647462213,18002.817942572477,18005.205834245662,622,239308,241219
2024-01-01 08:00:00,18006.509008480356,18011.13724927823,17998.34772708237,18005.48637891741,285,251285,235728
2024-01-01 08:05:00,18005.186539393522,18014.904025790067,18003.047333132406,18005.706564575412,715,237808,221247
2024-01-01 08:10:00,18004.706237194325,18007.14704005655,17996.936095278335,18005.671688455146,219,245564,229172
2024-01-01 08:15:00,18004.638419217787,18013.75017616331,18003.777137356377,18005.973234493715,149,244108,237702
2024-01-01 08:20:00,18004.629424657287,18009.261979648316,18001.71998763026,18005.923324771615,316,242672,249633
2024-01-01 08:25:00,18005.95701293857,18010.308053425575,17997.88844137136,18005.24324122817,492,245602,233057
2024-01-01 08:30:00,18004.314064892027,18004.584295650377,18002.62146769159,18004.410624913256,530,232565,234562
2024-01-01 08:35:00,18001.77745814519,18004.703411903203,17999.65623363823,18002.511854081546,164,245189,239465
2024-01-01 08:40:00,18002.160275008897,18006.657516221425,18000.255240833263,18003.146658339752,854,243618,257772
2024-01-01 08:45:00,18003.15695901954,18011.816001519743,18002.701534942124,18003.88307892508,572,230045,242126
2024-01-01 08:50:00,18003.677381739315,18007.119503410493,18002.656072662514,18005.792125288754,202,247338,236484
2024-01-01 08:55:00,18004.279556453646,18014.193768055145,18001.12787836648,18005.704121732513,550,225538,231872
2024-01-01 09:00:00,18003.008188518692,18011.003414658586,18000.52074846567,18004.675436643254,901,241309,252829
2024-01-01 09:05:00,18005.08948910111,18005.546485104303,18003.668828195037,18004.635321492624,566,241997,261152
2024-01-01 09:10:00,18002.36781009259,18009.94753730658,18003.508144924268,18003.994782672315,293,245888,232212
2024-01-01 09:15:00,18003.979509290657,18012.77837661771,17995.391745891422,18004.704330279274,442,252824,236289
2024-01-01 09:20:00,18003.295818141793,18011.407624576303,18003.85811460909,18004.348665611516,634,258810,236407
2024-01-01 09:25:00,18004.15061691478,18011.734208954975,18001.482072486455,18004.415981084603,909,237251,236146
2024-01-01 09:30:00,18004.38583575884,18004.559053911275,18001.416561894406,18003.778605567077,289,242902,241710
2024-01-01 09:35:00,18005.501212715768,18014.511564229048,17995.227192587095,18005.186962167245,943,248217,235001
2024-01-01 09:40:00,18002.59006814075,18009.83045406007,17999.400351857854,18004.302951001722,123,232300,246706
2024-01-01 09:45:00,18001.79619506654,18008.68255105307,17993.577441556485,18003.31090766989,533,251670,251499
2024-01-01 09:50:00,18005.425261617853,18014.057025856488,17994.958631040623,18004.405336940803,575,244718,220729
2024-01-01 09:55:00,18007.62044308035,18012.96293628512,17998.209114161396,18007.58039175791,681,223757,233273
2024-01-01 10:00:00,18009.824454423295,18017.089278737796,18003.066847862363,18008.776510408545,519,256407,245323
2024-01-01 10:05:00,18008.447933334788,18008.76942131544,17998.996125820377,18008.032998815448,504,243143,242671
2024-01-01 10:10:00,18005.97838882662,18013.56261300143,18005.842653179974,18006.797461151116,753,251123,230166
2024-01-01 10:15:00,18007.84663749186,18011.379755145746,17999.12314830506,18007.5504693084,771,230400,234407
2024-01-01 10:20:00,18008.321572343404,18009.23612337901,18003.402870206988,18007.305195611047,418,247851,235621
2024-01-01 10:25:00,18010.336994192643,18009.239115356602,18005.54242317627,18009.047235848753,758,255253,241904
2024-01-01 10:30:00,18008.12769484426,18017.009647386574,18003.536710380056,18009.09489402221,840,230065,246683
2024-01-01 10:35:00,18009.452742535137,18019.213094260103,18002.950491785166,18009.923583229887,613,239663,222323
2024-01-01 10:40:00,18011.629295560906,18013.36784546773,18003.20161404312,18010.837666006344,954,251812,250631
2024-01-01 10:45:00,18010.56489747358,18018.570197602658,18006.23686239132,18010.10574659071,459,235155,239885
2024-01-01 10:50:00,18008.67141367109,18013.193058445093,18004.83382727194,18009.618420309012,644,239137,257499
2024-01-01 10:55:00,18009.84739187187,18015.628625634436,18007.137082519468,18009.47600790853,984,239075,245089
2024-01-01 11:00:00,18011.640665878702,18017.74435168193,18008.811865118558,18010.77865392877,225,239042,245859
2024-01-01 11:05:00,18008.14756294546,18017.52328185722,18007.110231901836,18011.477341310227,801,244964,229526
2024-01-01 11:10:00,18010.450015803275,18017.78475622386,18007.653279328304,18010.866682291333,642,240981,228991
2024-01-01 11:15:00,18008.392508933008,18012.01102685578,18001.35627295901,18009.386474749248,367,247271,228738
2024-01-01 11:20:00,18010.756801378848,18012.82823388558,18007.167081528583,18010.17103181304,517,231236,233263
2024-01-01 11:25:00,18010.67282771085,18018.296710362465,18001.10840971565,18009.942668627653,283,247743,250098
2024-01-01 11:30:00,18011.167488679155,18014.3281914969,18002.509051234567,18010.426726820064,322,235289,239122
2024-01-01 11:35:00,18010.326270211317,18012.24964169297,18003.364870880727,18010.26507960228,422,245832,247499
2024-01-01 11:40:00,18010.601432506024,18012.480011664702,18000.854027296995,18009.582555549798,543,224137,239879
2024-01-01 11:45:00,18007.86075340143,18011.644598125637,18004.4024170055,18008.592767544298,651,253967,256848
2024-01-01 11:50:00,18007.869094893307,18011.031546173283,18004.85627032852,18008.16927933047,396,233895,234866
2024-01-01 11:55:00,18008.2657899553,18015.276331274395,18003.51094010819,18008.853598333957,870,261612,244234
2024-01-01 12:00:00,18009.75715747602,18011.951333719804,18006.516995232112,18010.479941559333,206,241251,244473
2024-01-01 12:05:00,18011.218399878937,18016.477813107067,18002.070658270208,18009.415475651724,736,251920,259355
2024-01-01 12:10:00,18009.6007375236,18010.805361765342,18007.1642436261,18009.676597920545,517,234928,260447
2024-01-01 12:15:00,18006.430498475693,18013.43617430522,18007.945677409574,18008.090775834877,524,250568,246801
2024-01-01 12:20:00,18008.00319794101,18012.93157727767,17998.69898666096,18008.55744208064,746,253932,236655
2024-01-01 12:25:00,18009.38049794115,18016.11035491839,18005.871176266064,18008.71644488054,626,236889,231180
2024-01-01 12:30:00,18007.54532541871,18008.195190621504,18002.538632029213,18007.49915259345,577,253060,226157
2024-01-01 12:35:00,18008.207760011126,18008.241664740865,18007.244310829796,18007.90894944079,931,251459,236794
2024-01-01 12:40:00,18006.64659538277,18009.880349300744,18002.46197616093,18006.658859657942,635,246098,247773
2024-01-01 12:45:00,18007.201272608872,18013.05015345814,18005.564246115227,18006.128388543744,313,246864,241747
2024-01-01 12:50:00,18007.241987008998,18011.868047437798,17998.32100447736,18005.740991133338,799,241576,250282
2024-01-01 12:55:00,18006.81223630567,18007.64851619285,18005.228517870026,18007.023006966458,159,251487,225273
2024-01-01 13:00:00,18007.341458218394,18010.675819926906,18000.416524978336,18007.919861078397,921,229216,237033
2024-01-01 13:05:00,18008.23504642441,18013.463465167883,18004.57184216965,18007.362117608216,936,257086,226847
2024-01-01 13:10:00,18007.825340488696,18008.09102266121,18001.6944562443,18007.60578576999,250,247067,232142
2024-01-01 13:15:00,18007.31501398762,18012.084922915667,18003.23403186132,18007.579301251077,248,230806,229339
2024-01-01 13:20:00,18008.250406369614,18016.888130750907,18004.640991160104,18008.060506871218,748,242646,241538
2024-01-01 13:25:00,18008.37685062549,18015.687506681596,18004.46481234262,18008.227930871013,232,222198,235621
2024-01-01 13:30:00,18009.86169308336,18009.407835150258,18004.363304875827,18009.106792466362,377,245186,244784
2024-01-01 13:35:00,18008.841195897065,18012.681111183592,18002.67427817435,18009.66886784076,637,234787,250819
2024-01-01 13:40:00,18011.894990615827,18011.36162897155,18008.961842321452,18009.924145026824,649,239664,240997
2024-01-01 13:45:00,18010.194733513064,18017.806152829133,18007.378942260802,18010.2220414294,310,253482,232419
2024-01-01 13:50:00,18012.785472386462,18014.23627458156,18003.579968098435,18010.78823638652,143,243573,227835
2024-01-01 13:55:00,18012.453409840975,18016.955912598638,18009.5697491792,18012.152889344015,789,243430,232510
2024-01-01 14:00:00,18014.52671627027,18016.141892323085,18004.481083216335,18013.52013450248,399,254499,238775
2024-01-01 14:05:00,18012.51397184433,18020.464681056237,18008.11005240712,18011.769571896897,245,241320,240687
2024-01-01 14:10:00,18011.10960151189,18012.326582574806,18009.002281004214,18011.470244444543,502,250188,240847
2024-01-01 14:15:00,18011.93813816794,18011.91703435174,18003.15537631321,18011.5737633091,601,252898,260687
2024-01-01 14:20:00,18012.794214718964,18017.05153845789,18013.463568827512,18014.053111417335,671,261567,241283
2024-01-01 14:25:00,18014.14568741152,18019.81719690908,18010.285121726472,18015.207884808387,273,232726,241563
2024-01-01 14:30:00,18017.54817075764,18025.064458802663,18016.341336226138,18017.22030001316,645,229574,245311
2024-01-01 14:35:00,18017.675429609146,18020.82853089422,18017.351490428955,18017.61907089442,254,234825,236769
2024-01-01 14:40:00,18020.492479819866,18023.432152469137,18015.765066222826,18019.227614251202,547,253598,250456
2024-01-01 14:45:00,18018.227359256714,18022.511254728208,18018.346690719492,18018.533179396287,589,233832,247255
2024-01-01 14:50:00,18020.506880168436,18022.459332648865,18013.84338634179,18018.955922884445,884,235815,223856
2024-01-01 14:55:00,18020.114849642843,18020.351238058938,18017.530654154325,18019.153253977245,416,235083,223947
2024-01-01 15:00:00,18020.345606521583,18020.769091974216,18015.47684181876,18018.851968347717,769,230641,246290
2024-01-01 15:05:00,18017.8199922997,18024.843668975813,18016.620922727412,18018.636162399085,110,219921,256753
2024-01-01 15:10:00,18018.123982906258,18021.677962749996,18010.693711745167,18017.127397716336,427,269248,244664
2024-01-01 15:15:00,18016.283428711286,18022.633693886826,18013.293519696133,18017.373410062555,425,255233,240789
2024-01-01 15:20:00,18017.280233485984,18026.744716143276,18009.53049289692,18018.900296916087,693,269195,220444
2024-01-01 15:25:00,18017.865750480574,18022.928782973708,18016.08886072581,18019.695279068175,886,229770,252978
2024-01-01 15:30:00,18020.167416575863,18020.98537866559,18012.779233934354,18020.31695659606,697,231952,250532
2024-01-01 15:35:00,18019.669151069294,18025.98443612785,18014.242891630773,18020.170878105553,783,249731,246352
2024-01-01 15:40:00,18022.05490033951,18029.926575806487,18014.337723264853,18021.89217785008,280,235965,233270
2024-01-01 15:45:00,18021.257721844195,18027.509017380602,18018.876263363676,18021.07080829552,788,234552,229811
2024-01-01 15:50:00,18022.099882149792,18025.669873052404,18015.32408468594,18021.94194406627,380,234136,253820
2024-01-01 15:55:00,18020.64920491265,18029.384419393155,18019.94562267765,18020.894380778722,680,243274,232008
2024-01-01 16:00:00,18023.34140981964,18031.852961251196,18014.424404693844,18023.012188878944,636,242643,238436
2024-01-01 16:05:00,18021.45671183187,18026.883308884102,18015.591272696936,18021.43647429984,741,224768,251767
2024-01-01 16:10:00,18021.646641966774,18032.31680542111,18014.289908739276,18023.164518214686,857,221487,250320
2024-01-01 16:15:00,18022.797646812014,18031.166838985613,18015.58385679687,18023.864778620507,927,242473,237636
2024-01-01 16:20:00,18023.004308105574,18033.778083924313,18015.044385462625,18023.9318081018,209,250482,236894
2024-01-01 16:25:00,18024.44141974738,18032.385704975077,18021.84818405506,18023.39617863999,601,241185,246335
2024-01-01 16:30:00,18025.289317031882,18027.83429617478,18021.310812212643,18023.925553631867,134,244815,242030
2024-01-01 16:35:00,18025.275452700338,18034.133227324357,18022.139367062406,18025.62641123404,263,230774,233256
2024-01-01 16:40:00,18027.941893197243,18026.58611528013,18024.861063876677,18026.364770653017,917,246450,244642
2024-01-01 16:45:00,18025.45324990154,18030.41174680631,18022.579464249182,18026.03507291951,822,256150,245430
2024-01-01 16:50:00,18024.741370108488,18033.958349747234,18017.004974300675,18025.633789070558,793,238666,228262
2024-01-01 16:55:00,18024.76988269913,18032.777648703817,18022.563284564418,18025.328480318287,279,239140,232554
2024-01-01 17:00:00,18025.682303081634,18029.73835746184,18019.35926239162,18026.34188543809,984,229343,251741
2024-01-01 17:05:00,18026.01999885729,18031.59004594672,18019.63608234089,18025.918162906546,825,245413,241279
2024-01-01 17:10:00,18027.022410124588,18034.494541578926,18019.13236479232,18026.846887531654,674,234014,247646
2024-01-01 17:15:00,18027.24538756287,18036.31398124594,18019.98270763534,18027.409157954004,722,218594,240700
2024-01-01 17:20:00,18027.72693222038,18027.741906630254,18021.008797841965,18027.363881906113,720,227277,238120
2024-01-01 17:25:00,18029.99611953864,18035.674981282104,18022.93098226674,18028.830964385197,842,237488,226003
2024-01-01 17:30:00,18028.177437628645,18032.293178997777,18017.696687813972,18027.16983312307,832,248924,234555
2024-01-01 17:35:00,18024.11629099982,18034.498023180717,18025.35073155711,18025.57027904636,938,252796,226008
2024-01-01 17:40:00,18025.876207959485,18033.829441321737,18023.544708858262,18025.626183098844,434,233017,241574
2024-01-01 17:45:00,18023.024030480236,18029.483971288057,18024.78014611263,18025.228623794777,874,246360,242740
2024-01-01 17:50:00,18026.47710695554,18032.761804187492,18017.522935995345,18025.317164583543,667,230214,232892
2024-01-01 17:55:00,18026.39828532204,18029.78437668465,18024.586044540407,18026.906456074925,828,243352,231201
2024-01-01 18:00:00,18025.809597887044,18035.05499939147,18021.028892734717,18025.45360717685,673,250359,229483
2024-01-01 18:05:00,18024.37569009922,18025.27209073946,18015.1033672349,18024.60308900043,977,211233,233242
2024-01-01 18:10:00,18025.419619562534,18029.948981227757,18019.53343499058,18024.43997689857,658,249386,220512
2024-01-01 18:15:00,18023.358901321724,18033.72112842764,18022.905954572572,18024.086440876068,100,233208,221688
2024-01-01 18:20:00,18025.407999911786,18026.862602550318,18015.644000444274,18025.3260651545,479,242185,247672
2024-01-01 18:25:00,18028.701526556393,18031.24849495183,18023.941698318897,18027.26855916696,721,239830,247244
2024-01-01 18:30:00,18027.775924444628,18035.91079534766,18026.10910284288,18028.315106336016,410,246729,233146
2024-01-01 18:35:00,18027.303268089723,18038.82923847707,18028.660759988154,18029.050786933538,595,242525,240936
2024-01-01 18:40:00,18030.418709960977,18031.25176507749,18028.540087201625,18029.64875013584,370,236920,234109
2024-01-01 18:45:00,18030.401153157192,18037.72260697946,18025.66804844692,18030.192366334715,398,237022,259194
2024-01-01 18:50:00,18028.884124216976,18032.873978511812,18023.32623624587,18028.683100539623,556,231917,235814
2024-01-01 18:55:00,18030.073180979052,18037.576187142262,18020.770735104175,18029.131107798134,967,232763,239292
2024-01-01 19:00:00,18027.187674043533,18033.7602684409,18021.219503687404,18029.297254401903,308,250754,241335
2024-01-01 19:05:00,18027.584656994324,18037.88607523018,18024.273909309923,18028.557751411452,594,233913,240713
2024-01-01 19:10:00,18029.591772791005,18028.248778621506,18020.625172137145,18028.17556696974,377,249928,259469
2024-01-01 19:15:00,18028.940914378047,18035.408452494798,18027.060912955934,18028.137257306662,836,240664,236184
2024-01-01 19:20:00,18025.05696851526,18030.820927467685,18023.54206225573,18026.96783609827,295,242144,254794
2024-01-01 19:25:00,18028.528585492426,18032.750638200672,18022.65041081587,18028.580199095326,200,235693,251399
2024-01-01 19:30:00,18030.8614249301,18034.986771990007,18025.78777169155,18030.205307658238,784,249790,246233
2024-01-01 19:35:00,18029.30348059798,18034.44915620087,18028.05768190365,18029.090086252294,789,256201,247320
2024-01-01 19:40:00,18029.492308183762,18033.247083403217,18021.45210791051,18029.57237085067,567,232470,239134
2024-01-01 19:45:00,18029.227935313233,18035.559001354053,18023.780438539357,18029.550378114473,705,251518,254462
2024-01-01 19:50:00,18032.220720883975,18037.717166481474,18027.78749150752,18030.191307851517,690,234386,234048
2024-01-01 19:55:00,18031.114666563222,18037.756419893543,18021.74446527696,18029.878332791257,994,260086,240099
2024-01-01 20:00:00,18030.976770056976,18033.690039171186,18025.748023244476,18030.85270894726,298,238286,239429
2024-01-01 20:05:00,18028.34591468923,18039.636468049917,18028.614375513698,18030.042233726203,606,240524,254588
2024-01-01 20:10:00,18029.496685423863,18031.14681178843,18021.948524611995,18029.28397959287,720,220550,246740
2024-01-01 20:15:00,18031.694563771114,18037.48621238646,18028.163607773524,18030.66175455145,738,241862,240370
2024-01-01 20:20:00,18029.30074429377,18038.396215810037,18022.006173434136,18029.538824862364,790,227909,225016
2024-01-01 20:25:00,18028.493894271443,18037.53006386426,18023.46496299398,18028.182146207506,288,236609,238279
2024-01-01 20:30:00,18025.437379156356,18032.357366778633,18022.920831852298,18027.02163108036,252,239087,245960
2024-01-01 20:35:00,18025.94269225673,18030.15505183127,18017.830570950744,18025.890901401708,482,257191,247771
2024-01-01 20:40:00,18027.357283348403,18034.015829516382,18021.896060887695,18028.609243673796,560,238364,233868
2024-01-01 20:45:00,18028.65080101219,18030.160911677594,18024.077613647136,18028.18187625097,859,249392,233576
2024-01-01 20:50:00,18028.513198225868,18034.673814907328,18020.640262414003,18028.232656999553,103,255474,241416
2024-01-01 20:55:00,18027.127566310526,18033.460249147007,18020.182837923974,18028.17022797749,341,234769,257552
2024-01-01 21:00:00,18029.772253267387,18030.156715771358,18018.825853093516,18028.073468901464,615,237885,245070
2024-01-01 21:05:00,18027.289410086923,18033.257285451702,18024.179012792596,18026.968259305493,495,244837,241621
2024-01-01 21:10:00,18027.664526763718,18032.59332399435,18020.061279961676,18028.95119330595,307,247101,242060
2024-01-01 21:15:00,18029.52410690728,18038.59597210764,18027.306760567364,18029.897295611914,967,266509,236119
2024-01-01 21:20:00,18029.739030915567,18040.385049632318,18030.001068227793,18030.823603775327,795,237804,220643
2024-01-01 21:25:00,18030.452330700522,18031.78034479422,18025.426020900355,18031.212473070125,401,239093,250575
2024-01-01 21:30:00,18032.288174656675,18037.86250857168,18029.18923294385,18032.027253924574,225,258180,220576
2024-01-01 21:35:00,18033.034700137418,18032.759820079416,18028.3527502883,18032.358208630965,112,239421,229106
2024-01-01 21:40:00,18033.339176052017,18041.052019923678,18029.463689219745,18033.457581272804,238,244289,231663
2024-01-01 21:45:00,18032.2764151209,18038.14406910401,18023.116835834244,18032.020185005815,657,246478,250686
2024-01-01 21:50:00,18033.434000829944,18035.94612210123,18026.453804242192,18033.92190603703,719,238880,238180
